Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Death rate, crude (per 1,000 people)",9.646,9.249,8.837,8.419,8.005,7.609,7.242,6.91,6.623,6.385,6.203,6.081,6.012,5.988,6,6.036,6.082,6.129,6.174,6.219,6.274,6.36,6.489,6.671,6.899,7.166,7.457,7.751,8.028,8.273,8.473,8.619,8.716,8.769,8.785,8.769,8.728,8.674,8.622,8.583,8.575,8.612,8.697,8.824,8.986,9.168,9.346,9.502,9.621,9.699,9.739,9.753,9.761,9.774,9.796,9.823,9.849,9.862,9.857,9.835,
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.124665072,1.938770457,3.152093674,9.521672133,4.919658722,12.89095362,12.65987409,8.232738613,8.188532566,7.936348731,8.798743259,6.552186906,3.308082584,2.755399749,1.905972001,1.78614352,2.938256757,2.742134515,2.671091691,5.926549035,19.5230749,5.864514884,9.626443091,5.3077918,5.246108988,6.400797296,12.68588737,
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950956.5,4440172.1,9551548.9,39460528.8,20044424.2,55570525.9,39991503.9,22253593.5,40583655.9,48354507.9,71445022.8,60361619.4,24942903.4,26153280.3,26717318,26096855.5,44110810,58987181.4,66398103.7,73375100.6,578588097,113233978,359817804.2,195848137.2,230440788.2,299971188.1,756192156,
"Debt service on external debt, total (TDS, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000956.5,4440172.1,11276647.9,42700034.5,23965270.6,61381160.2,63147484.8,48362709.8,55992748.2,82642601.3,124232673.8,172501553.7,142269324.4,155037778.5,195042962.6,368835510.6,423837539,969412061,936102451.2,1175646519,2047120954,1436393629,1545646871,1459956917,1433578290,1667194567,2072386560,
DEC alternative conversion factor (LCU per US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022292243,0.038525008,0.243749407,3.511498913,142.2375964,355.6833206,414.0400085,490.6000061,504.5,535.0599976,539.526001,555.06,573.35,578.77,533.45,457.6869,416.0404,342.0791,305.9694,363.2833,373.6605,372.5009,401.764,409.6257,415.9198,477.9183,480.4882,482.7164,482.9879,480.4451,
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,26.9,,,,,39.8,,,,,,40.2,,,,
Deposit interest rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.18333333,32.19166667,26.07666667,24.93583333,27.34916667,18.07773576,14.90166667,9.598767786,6.874508985,4.896017294,5.813139935,5.836689707,6.254303237,6.628018609,8.652928631,8.950258925,9.248043314,9.569110014,10.16026529,10.42578503,14.14815917,11.6156572,9.013334979,8.663730594,8.486951103,8.117891555
"Depositors with commercial banks (per 1,000 adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depth of credit information index (0=low to 8=high),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,
Diabetes prevalence (% of population ages 20 to 79),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,6.1,
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,59.2,,,,,77.1,,,,,,63.1,,,,
Diarrhea treatment (% of children under 5 who received ORS packet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,33,,,,,24.9,,,,,33,,,,,,36.9,,,,
Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Discrepancy in expenditure estimate of GDP (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrepancy in expenditure estimate of GDP (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1380000,3030000,22070000,-292050000,1008100,-9200,22500,-1006600,-12400,-308500,-71952300000,-1.18594E+11,-1.35805E+11,-1.01689E+11,-1.63191E+11,-2.10522E+11,-2.85868E+11,-2.68016E+11,-2.36219E+11,-3.15539E+11,-4.14159E+11,-2.81381E+11,-26993600000,-1274800000,-12456700000,23872380000,41353300000,0,0,0,
Domestic credit provided by financial sector (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.52987909,27.81569758,36.38144801,41.38846195,43.14971373,51.30102874,48.25997611,54.37077685,58.27806926,62.36139161,65.18218292,
Domestic credit to private sector (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.85492197,28.4451646,35.36788787,40.0600551,42.38024049,48.91717311,45.63078261,48.87564437,51.54258581,55.50200273,59.91981034,
Domestic credit to private sector by banks (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44456623,8.37626025,11.07547436,7.26585289,5.62321622,6.028109109,7.409641946,8.728443253,9.929470467,7.512859122,6.724213602,5.63748768,6.860041529,7.93791421,8.736215605,13.47936236,19.2749993,24.21699147,27.65661444,34.29239953,38.85746517,41.079745,47.22583743,43.602105,46.22795926,48.8423873,52.62316931,57.11625935,
Domestic general government health expenditure (% of current health expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7532177,28.82457352,15.39143753,16.80312729,21.37230873,25.22076416,27.11775017,29.35340118,22.41243935,21.4559288,18.25899696,17.84222031,17.27693176,13.32556438,14.79110718,15.91488075,16.45247269,13.24466896,12.34010601,,
Domestic general government health expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95468217,1.3390857,1.17184067,1.20635736,1.29411495,1.47841108,1.58640766,1.61389112,1.48813367,1.81169081,1.68628836,1.6728667,1.57816982,1.37565804,1.50548005,1.61020827,1.63734329,1.37250602,1.23714364,,
Domestic general government health expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86989188,5.66264772,5.3255291,5.37522793,6.27547503,7.44000816,7.93185902,7.19854832,6.69246149,6.34490108,6.43608856,6.70102024,7.04075384,5.78087997,6.27526045,6.11530304,6.05351543,5.27345705,5.26985884,,
Domestic general government health expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94520855,9.29861641,9.17828178,11.22079659,15.42477512,24.30142593,34.23695755,50.66451263,59.68692017,54.24822998,54.2710495,58.98201752,58.10586929,52.80022049,60.01179123,58.08499146,58.81064224,53.72709274,52.11013412,,
"Domestic general government health expenditure per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2189064,35.1088829,35.51992416,42.70059967,52.26223373,70.5585022,88.98429108,106.6648254,108.1063843,114.6194763,110.7162857,117.431366,120.7149811,110.0949707,126.5364304,140.5290833,144.2267456,132.0471039,127.9612808,,
Domestic private health expenditure (% of current health expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4651413,53.16601563,76.67762756,77.9679184,73.171875,63.10401154,61.30871582,58.42900848,71.69869995,73.95410156,78.01216125,79.00801086,79.76249695,84.6021347,83.67940521,83.00221252,81.67637634,85.46837616,86.4431076,,
Domestic private health expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84415436,17.15100479,45.72469711,52.06543732,52.80944443,60.80377197,77.40406036,100.8495636,190.9419403,186.9822998,231.8748169,261.1811523,268.2576599,335.2211914,339.5115051,302.9355469,291.9585571,346.703064,365.0343018,,
"Domestic private health expenditure per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.95131302,64.75722504,176.9544525,198.1343536,178.9290009,176.5420075,201.1786652,212.320221,345.8386536,395.0693665,473.0389099,520.00354,557.305542,698.977417,715.8688965,732.913147,715.9967041,852.1052246,896.3757324,,
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478231101,,,,,,,,,,,
Ease of doing business index (1=most business-friendly regulations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,
Ease of doing business score (0 = lowest performance to 100 = best performance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1418,70.63154,71.49433,73.19187,74.49401,
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49774933,,,,,,,,,,24.08422089,,,,26.95661926,,24.0384407,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37322044,,,,,,,,,,24.82390976,,,,27.73487091,,24.79891014,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.35655022,,,,,,,,,,24.4233799,,,,27.31002045,,24.3800602,,,
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.97026062,,,,,,,,,,96.12444305,,,,96.87119293,,96.13687897,,,
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.39198303,,,,,,,,,,97.16111755,,,,97.64476013,,97.15171814,,,
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.07919312,,,,,,,,,,96.59977722,,,,97.22245789,,96.59277344,,,
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.56792068,,,,,,,,,,48.56790161,,,,52.25801849,,48.31575012,,,
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.57643127,,,,,,,,,,45.07080841,,,,48.52003098,,44.7789917,,,
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.11391068,,,,,,,,,,46.9643898,,,,50.56063843,,46.72697067,,,
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25630188,,,,,,,,,,99.22252655,,,,99.34828186,,99.22528076,,,
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.65563965,,,,,,,,,,99.52136993,,,,99.58503723,,99.5213623,,,
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.89707947,,,,,,,,,,99.35955048,,,,99.45578766,,99.35829163,,,
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.46310043,,,,49.13713837,,45.24962997,,,
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.59975052,,,,45.14305115,,41.39907837,,,
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.69165039,,,,47.32347107,,43.51988983,,,
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0700531,,,,,,,,,,90.36633301,,,,92.04399109,,90.22908783,,,
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.19042206,,,,,,,,,,90.08560181,,,,91.5891037,,89.9342804,,,
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.58307648,,,,,,,,,,90.23760986,,,,91.83743286,,90.09664917,,,
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202559993,,,,0.236880004,,0.210079998,,,
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415499985,,,,0.488079995,,0.432610005,,,
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300199986,,,,0.350950003,,0.310050011,,,
Electric power consumption (kWh per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.593114,2689.673627,1962.636992,1195.025554,1045.47751,1050.243865,1219.927524,1509.053844,1308.591055,1307.533582,1297.567005,1269.22231,1236.330652,1320.44062,1440.32099,1521.499737,1639.789244,1773.159682,1669.407742,1661.304418,1726.259758,1807.033316,1892.013429,1931.264115,1961.610395,,,,,,
Electric power transmission and distribution losses (% of output),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91391623,17.44430433,28.09862283,37.96664019,39.60763521,39.47131811,37.80173801,20.63360425,28.49297367,25.13556061,25.3776435,26.14447346,25.62058344,22.54135612,15.85406302,15.84612949,13.11227066,13.14004747,15.4592721,14.86510316,11.24634109,12.16689098,12.20756595,12.30869001,11.98709677,,,,,,
Electricity production from coal sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00675545,16.24632198,33.8071968,68.19698173,62.1067515,34.50818198,25.29771484,23.05523304,24.82636085,20.99002974,21.16482041,16.84943429,30.04167422,36.02981276,33.13432836,28.06712047,30.71873422,31.41742964,31.14384749,35.60218656,39.37759975,33.49932705,28.89497262,28.18417639,25.70322581,28.28567765,,,,,
Electricity production from natural gas sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.40609921,28.05800757,22.87872057,23.12946783,26.65252739,52.38266499,35.25909237,49.97512025,49.50734938,42.66223544,45.1829473,48.56396867,28.61025548,27.64951827,30.36484245,28.93778692,24.84430231,25.24584605,26.16984402,20.34914477,22.15375135,32.16689098,42.29716277,41.15434501,42.43870968,35.91486088,,,,,
Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5.46664269,37.39942066,26.65450323,25.66628978,36.34773483,33.65223229,34.58659704,41.3480703,36.32066897,36.50082919,42.99509261,44.43696347,43.28585961,42.65164645,43.97813437,38.36080727,34.29340511,28.7580886,30.60959792,31.80645161,,,,,,
Electricity production from oil sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.58714534,55.69567045,43.31408263,8.673550437,11.2407211,7.64251034,2.043772127,0.315143473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
"Electricity production from oil, gas and coal sources (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99324455,83.75367802,66.1928032,31.80301827,37.8932485,60.02517533,37.3028645,50.29026373,49.50734938,42.66223544,45.1829473,48.56396867,28.61025548,27.64951827,30.36484245,28.93778692,24.84430231,25.24584605,26.16984402,20.34914477,22.15375135,32.16689098,42.29716277,41.15434501,42.43870968,35.91486088,,,,,
"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508647,0.034662045,0.070534297,0.107841627,0.040376851,0.049776008,0.051880674,0.051612903,0.051288627,,,,,
"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,2000000,4000000,7000000,3000000,4000000,4000000,4000000,4000000,,,,,
"Employers, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.029999999,0.029999999,0.039999999,0.050000001,0.050000001,0.059999999,0.07,0.079999998,0.090000004,0.090000004,0.090000004,0.129999995,0.289999992,0.230000004,0.180000007,0.560000002,0.340000004,0.400000006,0.519999981,0.310000002,0.319999993,
"Employers, male (% of male employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300000012,0.340000004,0.379999995,0.389999986,0.419999987,0.460000008,0.5,0.550000012,0.610000014,0.610000014,0.620000005,0.610000014,0.620000005,0.639999986,0.660000026,0.670000017,0.709999979,0.769999981,0.930000007,0.829999983,0.949999988,0.800000012,0.699999988,2.140000105,1.399999976,1.600000024,1.830000043,1.360000014,1.379999995,
"Employers, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170000002,0.200000003,0.219999999,0.219999999,0.25,0.270000011,0.300000012,0.319999993,0.349999994,0.349999994,0.360000014,0.349999994,0.360000014,0.370000005,0.389999986,0.400000006,0.419999987,0.460000008,0.550000012,0.519999981,0.639999986,0.529999971,0.460000008,1.409999967,0.910000026,1.039999962,1.220000029,0.879999995,0.899999976,
Employment in agriculture (% of total employment) (modeled ILO estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.77999878,44.36000061,44.63999939,44.68999863,44.52999878,44.33000183,44.13000107,43.75999832,43.36999893,42.90999985,42.15000153,41.25999832,40.22000122,39.40999985,38.52000046,37.45999908,36.52999878,37.79999924,39.45000076,38.59999847,38.93000031,37.25,36.27999878,34.83000183,35.33000183,33.59999847,31.34000015,25.78000069,24.04999924,
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.52000046,48.34000015,48.29000092,48.59000015,48.75,48.79999924,48.72999954,48.54999924,48.22999954,47.93999863,47.45999908,46.97000122,46.31000137,45.74000168,45.24000168,44.52999878,43.86000061,44.88000107,45.74000168,47.27000046,45.61999893,44.00999832,44.72000122,40.56999969,40.08000183,36.90999985,34.86000061,28.64999962,26.88999939,
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.15999985,41.27999878,41.84999847,41.63999939,41.27000046,40.97000122,40.68999863,39.97000122,39.49000168,38.81000137,37.77999878,36.52000046,35.11999893,34.04999924,32.79000092,31.37000084,30.15999985,31.70999908,34.13999939,31.63999939,33.13999939,31.34000015,29.04000092,29.94000053,31.22999954,30.76000023,28.30999947,23.39999962,21.69000053,
Employment in industry (% of total employment) (modeled ILO estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89999962,16.43000031,16.07999992,15.86999989,15.68999958,15.55000019,15.43999958,15.40999985,15.42000008,15.56000042,15.81999969,16.27000046,16.79999924,17.27000046,17.87000084,18.48999977,18.96999931,18.19000053,17.07999992,17.40999985,16.68000031,17.68000031,17,16.72999954,15.90999985,15.77999973,16.70999908,22.79000092,24.75,
"Employment in industry, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64999962,10.55000019,10.27999973,10.02999973,9.680000305,9.369999886,9.130000114,8.949999809,8.789999962,8.630000114,8.430000305,8.270000458,8.18999958,8.050000191,7.869999886,7.760000229,7.880000114,6.539999962,5.380000114,5.820000172,6.380000114,7.510000229,6.5,8.06000042,7.53000021,7.860000134,8.800000191,10.90999985,11.39999962,
"Employment in industry, male (% of male employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.68000031,20.97999954,20.51000023,20.44000053,20.32999992,20.18000031,20.13999939,20.51000023,20.70999908,21.21999931,21.89999962,22.89999962,24.02000046,25.07999992,26.42000008,27.75,28.62000084,28.20999908,26.96999931,26.70999908,25.61000061,26.57999992,26,24.11000061,23.13999939,22.59000015,23.54000092,32.66999817,35.84999847,
Employment in services (% of total employment) (modeled ILO estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.31999969,39.20999908,39.27999878,39.43999863,39.77999878,40.13000107,40.43999863,40.83000183,41.20999908,41.52999878,42.02999878,42.47999954,42.97999954,43.31999969,43.59999847,44.04999924,44.5,44.00999832,43.47000122,43.99000168,44.38999939,45.06999969,46.72000122,48.45000076,48.75999832,50.61999893,51.95000076,51.43000031,51.20000076,
"Employment in services, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.83000183,41.11000061,41.41999817,41.36999893,41.58000183,41.83000183,42.13999939,42.5,42.97999954,43.43999863,44.11000061,44.75999832,45.50999832,46.20999908,46.88999939,47.72000122,48.27000046,48.58000183,48.86999893,46.90999985,48,48.47999954,48.77999878,51.36999893,52.38999939,55.22999954,56.34999847,60.45000076,61.70999908,
"Employment in services, male (% of male employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.15999985,37.74000168,37.65000153,37.93000031,38.40000153,38.84999847,39.16999817,39.52000046,39.79999924,39.97999954,40.31000137,40.59000015,40.86000061,40.88000107,40.79999924,40.88999939,41.22000122,40.08000183,38.90000153,41.65000153,41.25999832,42.08000183,44.95000076,45.95000076,45.63000107,46.65000153,48.15000153,43.93999863,42.45999908,
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90000153,45.65999985,43.11000061,42.38999939,41.40999985,39.09999847,37.93000031,39.38000107,38.5,38.63999939,38.77000046,38.79999924,38.88000107,39.11000061,39.36999893,39.77000046,40.25,38.31999969,36.59000015,36.93999863,39.74000168,40.79000092,41.09999847,39.90000153,39.38999939,38.81000137,38.70000076,34.31000137,34.20999908,
"Employment to population ratio, 15+, female (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72999954,,,,,,,38.22999954,36.04000092,37.40000153,41.13000107,41.13999939,40.68000031,42.02000046,44.47000122,43.75,43.20999908,43.54000092,37.86999893,39.88999939,
